Basis,Line,Product group,,Rate,Yield,Uptime
Net Quantity Produced,K06,Shrink Sleeve,0.69,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.7,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.71,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.72,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.73,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.74,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.75,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.76,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.77,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.78,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.79,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.8,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.81,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.82,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.83,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.84,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.85,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.86,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.87,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.88,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.89,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.9,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.91,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.92,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.93,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.94,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.95,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.96,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.97,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.98,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.99,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,1.0,,6563709.071999995,
Net Quantity Produced,K06,Shrink Sleeve,0.5,,,
Net Quantity Produced,K06,Shrink Sleeve,0.51,,,
Net Quantity Produced,K06,Shrink Sleeve,0.52,,,
Net Quantity Produced,K06,Shrink Sleeve,0.53,,,
Net Quantity Produced,K06,Shrink Sleeve,0.54,,,
Net Quantity Produced,K06,Shrink Sleeve,0.55,,,
Net Quantity Produced,K06,Shrink Sleeve,0.56,,,
Net Quantity Produced,K06,Shrink Sleeve,0.57,,,
Net Quantity Produced,K06,Shrink Sleeve,0.58,,,
Net Quantity Produced,K06,Shrink Sleeve,0.59,,,
Net Quantity Produced,K06,Shrink Sleeve,0.6,,,
Net Quantity Produced,K06,Shrink Sleeve,0.61,,,
Net Quantity Produced,K06,Shrink Sleeve,0.62,,,
Net Quantity Produced,K06,Shrink Sleeve,0.63,,,
Net Quantity Produced,K06,Shrink Sleeve,0.64,,,
Net Quantity Produced,K06,Shrink Sleeve,0.65,,,
Net Quantity Produced,K06,Shrink Sleeve,0.66,,,
Net Quantity Produced,K06,Shrink Sleeve,0.67,,,
Net Quantity Produced,K06,Shrink Sleeve,0.68,,,
Net Quantity Produced,K06,Shrink Sleeve,0.69,,,
Net Quantity Produced,K06,Shrink Sleeve,0.7,,,
Net Quantity Produced,K06,Shrink Sleeve,0.71,,,
Net Quantity Produced,K06,Shrink Sleeve,0.72,,,
Net Quantity Produced,K06,Shrink Sleeve,0.73,,,
Net Quantity Produced,K06,Shrink Sleeve,0.74,,,
Net Quantity Produced,K06,Shrink Sleeve,0.75,,,
Net Quantity Produced,K06,Shrink Sleeve,0.76,,,
Net Quantity Produced,K06,Shrink Sleeve,0.77,,,
Net Quantity Produced,K06,Shrink Sleeve,0.78,,,
Net Quantity Produced,K06,Shrink Sleeve,0.79,,,
Net Quantity Produced,K06,Shrink Sleeve,0.8,,,
Net Quantity Produced,K06,Shrink Sleeve,0.81,,,
Net Quantity Produced,K06,Shrink Sleeve,0.82,,,
Net Quantity Produced,K06,Shrink Sleeve,0.83,,,
Net Quantity Produced,K06,Shrink Sleeve,0.84,,,
Net Quantity Produced,K06,Shrink Sleeve,0.85,,,
Net Quantity Produced,K06,Shrink Sleeve,0.86,,,
Net Quantity Produced,K06,Shrink Sleeve,0.87,,,
Net Quantity Produced,K06,Shrink Sleeve,0.88,,,
Net Quantity Produced,K06,Shrink Sleeve,0.89,,,
Net Quantity Produced,K06,Shrink Sleeve,0.9,,,
Net Quantity Produced,K06,Shrink Sleeve,0.91,,,
Net Quantity Produced,K06,Shrink Sleeve,0.92,,,
Net Quantity Produced,K06,Shrink Sleeve,0.93,,,
Net Quantity Produced,K06,Shrink Sleeve,0.94,,,
Net Quantity Produced,K06,Shrink Sleeve,0.95,,,
Net Quantity Produced,K06,Shrink Sleeve,0.96,,,
Net Quantity Produced,K06,Shrink Sleeve,0.97,,,
Net Quantity Produced,K06,Shrink Sleeve,0.98,,,
Net Quantity Produced,K06,Shrink Sleeve,0.99,,,
Net Quantity Produced,K06,Shrink Sleeve,1.0,,,
Run Time,K06,Shrink Sleeve,0.5,5801.175833333333,,
Run Time,K06,Shrink Sleeve,0.51,5816.97635063118,,
Run Time,K06,Shrink Sleeve,0.52,5831.326235720268,,
Run Time,K06,Shrink Sleeve,0.53,5840.85665189218,,
Run Time,K06,Shrink Sleeve,0.54,5851.944431180787,,
Run Time,K06,Shrink Sleeve,0.55,5860.830871711887,,
Run Time,K06,Shrink Sleeve,0.56,5877.48028703533,,
Run Time,K06,Shrink Sleeve,0.57,5890.055749146698,,
Run Time,K06,Shrink Sleeve,0.58,5917.797497936523,,
Run Time,K06,Shrink Sleeve,0.59,5940.5947654045,,
Run Time,K06,Shrink Sleeve,0.6,5955.301434783514,,
Run Time,K06,Shrink Sleeve,0.61,5977.148476943155,,
Run Time,K06,Shrink Sleeve,0.62,5992.7995395223215,,
Run Time,K06,Shrink Sleeve,0.63,6008.632954366591,,
Run Time,K06,Shrink Sleeve,0.64,6024.608005305775,,
Run Time,K06,Shrink Sleeve,0.65,6047.990305763648,,
Run Time,K06,Shrink Sleeve,0.66,6061.71808708525,,
Run Time,K06,Shrink Sleeve,0.67,6097.507010916186,,
Run Time,K06,Shrink Sleeve,0.68,6122.7578923646715,,
Run Time,K06,Shrink Sleeve,0.69,6146.738796926084,,
Run Time,K06,Shrink Sleeve,0.7,6159.741585938051,,
Run Time,K06,Shrink Sleeve,0.71,6175.585416240406,,
Run Time,K06,Shrink Sleeve,0.72,6187.041820011062,,
Run Time,K06,Shrink Sleeve,0.73,6203.008594885628,,
Run Time,K06,Shrink Sleeve,0.74,6220.506534145809,,
Run Time,K06,Shrink Sleeve,0.75,6235.8991220032785,,
Run Time,K06,Shrink Sleeve,0.76,6261.701372991744,,
Run Time,K06,Shrink Sleeve,0.77,6286.557373672097,,
Run Time,K06,Shrink Sleeve,0.78,6307.564513595569,,
Run Time,K06,Shrink Sleeve,0.79,6349.972060686261,,
Run Time,K06,Shrink Sleeve,0.8,6378.635446169759,,
Run Time,K06,Shrink Sleeve,0.81,6411.561548258849,,
Run Time,K06,Shrink Sleeve,0.82,6432.157256295494,,
Run Time,K06,Shrink Sleeve,0.83,6457.900701699242,,
Run Time,K06,Shrink Sleeve,0.84,6479.806009169639,,
Run Time,K06,Shrink Sleeve,0.85,6532.259851712312,,
Run Time,K06,Shrink Sleeve,0.86,6581.417722525893,,
Run Time,K06,Shrink Sleeve,0.87,6624.536798941778,,
Run Time,K06,Shrink Sleeve,0.88,6675.343123538321,,
Run Time,K06,Shrink Sleeve,0.89,6701.070443751645,,
Run Time,K06,Shrink Sleeve,0.9,6744.9961886715255,,
Run Time,K06,Shrink Sleeve,0.91,6804.1001662393655,,
Run Time,K06,Shrink Sleeve,0.92,6855.813981279118,,
Run Time,K06,Shrink Sleeve,0.93,6930.729805043058,,
Run Time,K06,Shrink Sleeve,0.94,6976.52278184454,,
Run Time,K06,Shrink Sleeve,0.95,7064.152148301163,,
Run Time,K06,Shrink Sleeve,0.96,7169.69450585196,,
Run Time,K06,Shrink Sleeve,0.97,7306.201124787082,,
Run Time,K06,Shrink Sleeve,0.98,7780.9346990758695,,
Run Time,K06,Shrink Sleeve,0.99,9253.116972767964,,
Run Time,K06,Shrink Sleeve,1.0,20023.46955748156,,
Run Time,K06,Shrink Sleeve,0.5,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.51,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.52,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.53,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.54,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.55,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.56,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.57,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.58,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.59,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.6,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.61,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.62,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.63,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.64,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.65,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.66,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.67,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.68,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.69,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.7,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.71,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.72,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.73,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.74,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.75,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.76,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.77,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.78,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.79,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.8,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.81,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.82,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.83,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.84,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.85,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.86,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.87,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.88,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.89,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.9,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.91,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.92,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.93,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.94,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.95,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.96,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.97,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.98,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.99,,5801.175833333333,
Run Time,K06,Shrink Sleeve,1.0,,5801.175833333333,
Run Time,K06,Shrink Sleeve,0.5,,,
Run Time,K06,Shrink Sleeve,0.51,,,
Run Time,K06,Shrink Sleeve,0.52,,,
Run Time,K06,Shrink Sleeve,0.53,,,
Run Time,K06,Shrink Sleeve,0.54,,,
Run Time,K06,Shrink Sleeve,0.55,,,
Run Time,K06,Shrink Sleeve,0.56,,,
Run Time,K06,Shrink Sleeve,0.57,,,
Run Time,K06,Shrink Sleeve,0.58,,,
Run Time,K06,Shrink Sleeve,0.59,,,
Run Time,K06,Shrink Sleeve,0.6,,,
Run Time,K06,Shrink Sleeve,0.61,,,
Run Time,K06,Shrink Sleeve,0.62,,,
Run Time,K06,Shrink Sleeve,0.63,,,
Run Time,K06,Shrink Sleeve,0.64,,,
Run Time,K06,Shrink Sleeve,0.65,,,
Run Time,K06,Shrink Sleeve,0.66,,,
Run Time,K06,Shrink Sleeve,0.67,,,
Run Time,K06,Shrink Sleeve,0.68,,,
Run Time,K06,Shrink Sleeve,0.69,,,
Run Time,K06,Shrink Sleeve,0.7,,,
Run Time,K06,Shrink Sleeve,0.71,,,
Run Time,K06,Shrink Sleeve,0.72,,,
Run Time,K06,Shrink Sleeve,0.73,,,
Run Time,K06,Shrink Sleeve,0.74,,,
Run Time,K06,Shrink Sleeve,0.75,,,
Run Time,K06,Shrink Sleeve,0.76,,,
Run Time,K06,Shrink Sleeve,0.77,,,
Run Time,K06,Shrink Sleeve,0.78,,,
Run Time,K06,Shrink Sleeve,0.79,,,
Run Time,K06,Shrink Sleeve,0.8,,,
Run Time,K06,Shrink Sleeve,0.81,,,
Run Time,K06,Shrink Sleeve,0.82,,,
Run Time,K06,Shrink Sleeve,0.83,,,
Run Time,K06,Shrink Sleeve,0.84,,,
Run Time,K06,Shrink Sleeve,0.85,,,
Run Time,K06,Shrink Sleeve,0.86,,,
Run Time,K06,Shrink Sleeve,0.87,,,
Run Time,K06,Shrink Sleeve,0.88,,,
Run Time,K06,Shrink Sleeve,0.89,,,
Run Time,K06,Shrink Sleeve,0.9,,,
Run Time,K06,Shrink Sleeve,0.91,,,
Run Time,K06,Shrink Sleeve,0.92,,,
Run Time,K06,Shrink Sleeve,0.93,,,
Run Time,K06,Shrink Sleeve,0.94,,,
Run Time,K06,Shrink Sleeve,0.95,,,
Run Time,K06,Shrink Sleeve,0.96,,,
Run Time,K06,Shrink Sleeve,0.97,,,
Run Time,K06,Shrink Sleeve,0.98,,,
Run Time,K06,Shrink Sleeve,0.99,,,
Run Time,K06,Shrink Sleeve,1.0,,,
Net Quantity Produced,K10,Cards Core,0.5,3999948.812,,
Net Quantity Produced,K10,Cards Core,0.51,4017239.561483184,,
Net Quantity Produced,K10,Cards Core,0.52,4038413.659716217,,
Net Quantity Produced,K10,Cards Core,0.53,4055469.977940333,,
Net Quantity Produced,K10,Cards Core,0.54,4071752.6543131005,,
Net Quantity Produced,K10,Cards Core,0.55,4088451.9075789386,,
Net Quantity Produced,K10,Cards Core,0.56,4120334.057262724,,
Net Quantity Produced,K10,Cards Core,0.57,4144395.56450799,,
Net Quantity Produced,K10,Cards Core,0.58,4167673.01784203,,
Net Quantity Produced,K10,Cards Core,0.59,4184009.418541808,,
Net Quantity Produced,K10,Cards Core,0.6,4208098.741802705,,
Net Quantity Produced,K10,Cards Core,0.61,4237269.249386366,,
Net Quantity Produced,K10,Cards Core,0.62,4262068.74515298,,
Net Quantity Produced,K10,Cards Core,0.63,4307788.285409569,,
Net Quantity Produced,K10,Cards Core,0.64,4326611.689222101,,
Net Quantity Produced,K10,Cards Core,0.65,4347509.227246913,,
Net Quantity Produced,K10,Cards Core,0.66,4363631.1514745,,
Net Quantity Produced,K10,Cards Core,0.67,4381532.146296139,,
Net Quantity Produced,K10,Cards Core,0.68,4412980.223603384,,
Net Quantity Produced,K10,Cards Core,0.69,4458732.15444266,,
Net Quantity Produced,K10,Cards Core,0.7,4490931.772639009,,
Net Quantity Produced,K10,Cards Core,0.71,4499809.8957181815,,
Net Quantity Produced,K10,Cards Core,0.72,4533478.150960322,,
Net Quantity Produced,K10,Cards Core,0.73,4562065.2298674835,,
Net Quantity Produced,K10,Cards Core,0.74,4583263.751835992,,
Net Quantity Produced,K10,Cards Core,0.75,4612020.150997128,,
Net Quantity Produced,K10,Cards Core,0.76,4643986.978757286,,
Net Quantity Produced,K10,Cards Core,0.77,4669165.115582278,,
Net Quantity Produced,K10,Cards Core,0.78,4707150.756165838,,
Net Quantity Produced,K10,Cards Core,0.79,4736930.889366602,,
Net Quantity Produced,K10,Cards Core,0.8,4755123.93638541,,
Net Quantity Produced,K10,Cards Core,0.81,4779224.633620493,,
Net Quantity Produced,K10,Cards Core,0.82,4794015.49391918,,
Net Quantity Produced,K10,Cards Core,0.83,4842333.155019049,,
Net Quantity Produced,K10,Cards Core,0.84,4905583.710337518,,
Net Quantity Produced,K10,Cards Core,0.85,4968212.804081203,,
Net Quantity Produced,K10,Cards Core,0.86,5018331.467343747,,
Net Quantity Produced,K10,Cards Core,0.87,5085754.560019563,,
Net Quantity Produced,K10,Cards Core,0.88,5125477.615996607,,
Net Quantity Produced,K10,Cards Core,0.89,5157923.803892989,,
Net Quantity Produced,K10,Cards Core,0.9,5185382.437271996,,
Net Quantity Produced,K10,Cards Core,0.91,5237310.674567118,,
Net Quantity Produced,K10,Cards Core,0.92,5377935.5417717695,,
Net Quantity Produced,K10,Cards Core,0.93,5443774.0303678205,,
Net Quantity Produced,K10,Cards Core,0.94,5507274.627652396,,
Net Quantity Produced,K10,Cards Core,0.95,5581254.89167839,,
Net Quantity Produced,K10,Cards Core,0.96,5704951.806706867,,
Net Quantity Produced,K10,Cards Core,0.97,5992859.693956788,,
Net Quantity Produced,K10,Cards Core,0.98,6133957.2624114575,,
Net Quantity Produced,K10,Cards Core,0.99,6836833.019676372,,
Net Quantity Produced,K10,Cards Core,1.0,10646994.1513899,,
Net Quantity Produced,K10,Construction,0.5,1983522.071,,
Net Quantity Produced,K10,Construction,0.51,2002398.2021274813,,
Net Quantity Produced,K10,Construction,0.52,2007995.1109552186,,
Net Quantity Produced,K10,Construction,0.53,2014338.0837895987,,
Net Quantity Produced,K10,Construction,0.54,2016976.1019795781,,
Net Quantity Produced,K10,Construction,0.55,2025259.4518634884,,
Net Quantity Produced,K10,Construction,0.56,2038737.062938279,,
Net Quantity Produced,K10,Construction,0.57,2047929.2908221975,,
Net Quantity Produced,K10,Construction,0.58,2061310.893379862,,
Net Quantity Produced,K10,Construction,0.59,2083216.895226133,,
Net Quantity Produced,K10,Construction,0.6,2089946.747525919,,
Net Quantity Produced,K10,Construction,0.61,2098913.805973202,,
Net Quantity Produced,K10,Construction,0.62,2105657.7237659,,
Net Quantity Produced,K10,Construction,0.63,2121132.252203796,,
Net Quantity Produced,K10,Construction,0.64,2131585.582492014,,
Net Quantity Produced,K10,Construction,0.65,2147930.930616211,,
Net Quantity Produced,K10,Construction,0.66,2156581.716429708,,
Net Quantity Produced,K10,Construction,0.67,2165336.9752969146,,
Net Quantity Produced,K10,Construction,0.68,2174883.819951223,,
Net Quantity Produced,K10,Construction,0.69,2182193.4058622248,,
Net Quantity Produced,K10,Construction,0.7,2191970.049146621,,
Net Quantity Produced,K10,Construction,0.71,2207878.9137012083,,
Net Quantity Produced,K10,Construction,0.72,2219813.92622813,,
Net Quantity Produced,K10,Construction,0.73,2253193.397437255,,
Net Quantity Produced,K10,Construction,0.74,2267008.1559734643,,
Net Quantity Produced,K10,Construction,0.75,2278322.3029329916,,
Net Quantity Produced,K10,Construction,0.76,2283988.2537212702,,
Net Quantity Produced,K10,Construction,0.77,2285551.5308481744,,
Net Quantity Produced,K10,Construction,0.78,2290828.4610953243,,
Net Quantity Produced,K10,Construction,0.79,2305042.368314898,,
Net Quantity Produced,K10,Construction,0.8,2311357.6632561283,,
Net Quantity Produced,K10,Construction,0.81,2325836.224481729,,
Net Quantity Produced,K10,Construction,0.82,2339143.3618186256,,
Net Quantity Produced,K10,Construction,0.83,2346662.302932349,,
Net Quantity Produced,K10,Construction,0.84,2372041.011130611,,
Net Quantity Produced,K10,Construction,0.85,2395372.8144573392,,
Net Quantity Produced,K10,Construction,0.86,2414564.3303356976,,
Net Quantity Produced,K10,Construction,0.87,2417291.4645776968,,
Net Quantity Produced,K10,Construction,0.88,2423148.685888019,,
Net Quantity Produced,K10,Construction,0.89,2453587.955698309,,
Net Quantity Produced,K10,Construction,0.9,2470699.2019319604,,
Net Quantity Produced,K10,Construction,0.91,2481005.3819107297,,
Net Quantity Produced,K10,Construction,0.92,2538925.2079900573,,
Net Quantity Produced,K10,Construction,0.93,2555381.0112941004,,
Net Quantity Produced,K10,Construction,0.94,2572877.947405721,,
Net Quantity Produced,K10,Construction,0.95,2586214.977753697,,
Net Quantity Produced,K10,Construction,0.96,2614926.5639937776,,
Net Quantity Produced,K10,Construction,0.97,2666708.992859835,,
Net Quantity Produced,K10,Construction,0.98,2786842.084127488,,
Net Quantity Produced,K10,Construction,0.99,2901466.277577605,,
Net Quantity Produced,K10,Construction,1.0,3284890.4011778245,,
Net Quantity Produced,K10,Cooling Tower,0.5,236971.7,,
Net Quantity Produced,K10,Cooling Tower,0.51,238493.92178528055,,
Net Quantity Produced,K10,Cooling Tower,0.52,240016.1435705611,,
Net Quantity Produced,K10,Cooling Tower,0.53,241538.36535584173,,
Net Quantity Produced,K10,Cooling Tower,0.54,242409.34713548733,,
Net Quantity Produced,K10,Cooling Tower,0.55,242954.70891231557,,
Net Quantity Produced,K10,Cooling Tower,0.56,243500.0706891438,,
Net Quantity Produced,K10,Cooling Tower,0.57,244045.43246597203,,
Net Quantity Produced,K10,Cooling Tower,0.58,244590.79424280018,,
Net Quantity Produced,K10,Cooling Tower,0.59,245136.1560196285,,
Net Quantity Produced,K10,Cooling Tower,0.6,245681.51779645673,,
Net Quantity Produced,K10,Cooling Tower,0.61,245729.00418522785,,
Net Quantity Produced,K10,Cooling Tower,0.62,245776.49057399892,,
Net Quantity Produced,K10,Cooling Tower,0.63,245823.97696277013,,
Net Quantity Produced,K10,Cooling Tower,0.64,245871.46335154126,,
Net Quantity Produced,K10,Cooling Tower,0.65,245918.94974031235,,
Net Quantity Produced,K10,Cooling Tower,0.66,245966.4361290835,,
Net Quantity Produced,K10,Cooling Tower,0.67,246676.22185979594,,
Net Quantity Produced,K10,Cooling Tower,0.68,248710.60627439094,,
Net Quantity Produced,K10,Cooling Tower,0.69,250744.99068898603,,
Net Quantity Produced,K10,Cooling Tower,0.7,252779.37510358103,,
Net Quantity Produced,K10,Cooling Tower,0.71,254813.75951817603,,
Net Quantity Produced,K10,Cooling Tower,0.72,256848.14393277102,,
Net Quantity Produced,K10,Cooling Tower,0.73,258882.52834736602,,
Net Quantity Produced,K10,Cooling Tower,0.74,260366.51161618484,,
Net Quantity Produced,K10,Cooling Tower,0.75,261575.29431211555,,
Net Quantity Produced,K10,Cooling Tower,0.76,262784.07700804627,,
Net Quantity Produced,K10,Cooling Tower,0.77,263992.859703977,,
Net Quantity Produced,K10,Cooling Tower,0.78,265201.6423999077,,
Net Quantity Produced,K10,Cooling Tower,0.79,266410.4250958384,,
Net Quantity Produced,K10,Cooling Tower,0.8,267619.20779176906,,
Net Quantity Produced,K10,Cooling Tower,0.81,268319.62650592683,,
Net Quantity Produced,K10,Cooling Tower,0.82,269020.0452200845,,
Net Quantity Produced,K10,Cooling Tower,0.83,269720.4639342423,,
Net Quantity Produced,K10,Cooling Tower,0.84,270420.8826484001,,
Net Quantity Produced,K10,Cooling Tower,0.85,271121.30136255786,,
Net Quantity Produced,K10,Cooling Tower,0.86,271821.7200767156,,
Net Quantity Produced,K10,Cooling Tower,0.87,272460.6584131468,,
Net Quantity Produced,K10,Cooling Tower,0.88,272976.63599412504,,
Net Quantity Produced,K10,Cooling Tower,0.89,273492.6135751032,,
Net Quantity Produced,K10,Cooling Tower,0.9,274008.5911560814,,
Net Quantity Produced,K10,Cooling Tower,0.91,274524.5687370597,,
Net Quantity Produced,K10,Cooling Tower,0.92,275040.5463180378,,
Net Quantity Produced,K10,Cooling Tower,0.93,275556.523899016,,
Net Quantity Produced,K10,Cooling Tower,0.94,277808.0157779042,,
Net Quantity Produced,K10,Cooling Tower,0.95,280927.2648057473,,
Net Quantity Produced,K10,Cooling Tower,0.96,284046.5138335905,,
Net Quantity Produced,K10,Cooling Tower,0.97,287165.7628614336,,
Net Quantity Produced,K10,Cooling Tower,0.98,290285.0118892768,,
Net Quantity Produced,K10,Cooling Tower,0.99,293404.26091711986,,
Net Quantity Produced,K10,Cooling Tower,1.0,296523.5099449631,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.5,63560.308,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.51,63867.497262638,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.52,64174.686525275996,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.53,64481.87578791398,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.54,64789.06505055197,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.55,64967.79895364639,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.56,64992.38642528849,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.57,65016.97389693058,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.58,65041.56136857272,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.59,65066.148840214824,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.6,65090.73631185693,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.61,65115.32378349902,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.62,65139.91125514112,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.63,65164.498726783226,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.64,65231.218468959065,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.65,65371.669684568886,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.66,65512.12090017872,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.67,65652.57211578857,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.68,65793.02333139839,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.69,65933.47454700823,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.7,66073.92576261808,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.71,66214.3769782279,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.72,66354.82819383775,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.73,66602.98740579073,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.74,67138.36794132549,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.75,67673.74847686023,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.76,68209.12901239497,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.77,68744.50954792975,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.78,69279.89008346449,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.79,69815.27061899925,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.8,70350.65115453399,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.81,70886.03169006875,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.82,71576.67107179081,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.83,72965.97526135582,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.84,74355.27945092085,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.85,75744.58364048586,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.86,77133.88783005088,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.87,78523.19201961589,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.88,79912.4962091809,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.89,81301.80039874594,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.9,82691.10458831093,,
Net Quantity Produced,K10,Dec. Surfaces/others,0.91,83960.0088864245,,
